time,sex,age,geo,isced97,day,day_flag,mth,mth_flag,week,week_flag,lt1m,lt1m_flag,nvr_occ,nvr_occ_flag,nbinge,nbinge_flag,serialid
2008,Total,From 45 to 54 years,Belgium,All ISCED 1997 levels,1.8,,11.3,,7.6,,19.6,,33.7,,26.0,,943
2008,Total,From 45 to 54 years,Bulgaria,"Pre-primary, primary and lower secondary education (levels 0-2)",,,3.4,,3.6,,15.1,,53.2,,24.7,,944
2008,Total,From 45 to 54 years,Bulgaria,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.5,,2.0,,0.6,,16.5,,53.2,,27.2,,945
2008,Total,From 45 to 54 years,Bulgaria,First and second stage of tertiary education (levels 5 and 6),0.6,,2.3,,,,17.1,,50.8,,29.3,,946
2008,Total,From 45 to 54 years,Bulgaria,All ISCED 1997 levels,0.4,,2.3,,1.0,,16.3,,52.7,,27.1,,947
2008,Total,From 45 to 54 years,Cyprus,"Pre-primary, primary and lower secondary education (levels 0-2)",,,0.8,,2.2,,4.0,,63.9,,29.1,,948
2008,Total,From 45 to 54 years,Cyprus,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.4,,1.8,,0.6,,5.0,,59.3,,32.9,,949
2008,Total,From 45 to 54 years,Cyprus,First and second stage of tertiary education (levels 5 and 6),,,,,0.6,,7.4,,56.8,,35.3,,950
2008,Total,From 45 to 54 years,Cyprus,All ISCED 1997 levels,0.2,,1.0,,1.1,,5.2,,60.2,,32.2,,951
2008,Total,From 45 to 54 years,Czech Republic,"Pre-primary, primary and lower secondary education (levels 0-2)",,,19.7,Low reliability,9.9,Low reliability,15.0,Low reliability,44.4,Low reliability,11.0,Low reliability,952
2008,Total,From 45 to 54 years,Czech Republic,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2.8,,7.7,,7.3,,23.4,,37.0,,21.9,,953
2008,Total,From 45 to 54 years,Czech Republic,First and second stage of tertiary education (levels 5 and 6),,,,,6.3,Low reliability,34.2,Low reliability,9.6,Low reliability,49.8,Low reliability,954
2008,Total,From 45 to 54 years,Czech Republic,All ISCED 1997 levels,2.3,,8.2,,7.5,,23.5,,35.4,,23.2,,955
2008,Total,From 45 to 54 years,Greece,"Pre-primary, primary and lower secondary education (levels 0-2)",0.3,,2.3,,2.4,,11.1,,58.1,,25.8,,956
2008,Total,From 45 to 54 years,Greece,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.9,,1.0,,0.2,,11.6,,52.0,,34.3,,957
2008,Total,From 45 to 54 years,Greece,First and second stage of tertiary education (levels 5 and 6),0.7,,0.8,,1.7,,11.1,,42.9,,42.7,,958
2008,Total,From 45 to 54 years,Greece,All ISCED 1997 levels,0.7,,1.4,,1.5,,11.3,,51.5,,33.8,,959
2008,Total,From 45 to 54 years,Spain,"Pre-primary, primary and lower secondary education (levels 0-2)",0.7,,1.1,,1.8,,4.5,,58.2,,33.6,,960
2008,Total,From 45 to 54 years,Spain,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.5,,1.3,,1.2,,5.3,,48.0,,43.7,,961
2008,Total,From 45 to 54 years,Spain,First and second stage of tertiary education (levels 5 and 6),0.4,,1.7,,0.6,,6.7,,41.1,,49.6,,962
2008,Total,From 45 to 54 years,Spain,All ISCED 1997 levels,0.6,,1.3,,1.4,,5.3,,51.4,,40.1,,963
2008,Total,From 45 to 54 years,Hungary,"Pre-primary, primary and lower secondary education (levels 0-2)",1.3,,2.5,,2.9,,6.3,,73.5,,13.4,,964
2008,Total,From 45 to 54 years,Hungary,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,3.3,,4.4,,13.2,,57.3,,21.9,,965
2008,Total,From 45 to 54 years,Hungary,First and second stage of tertiary education (levels 5 and 6),,,3.5,,1.4,,9.8,,47.1,,38.2,,966
2008,Total,From 45 to 54 years,Hungary,All ISCED 1997 levels,0.2,,3.2,,3.5,,11.4,,58.1,,23.6,,967
2008,Total,From 45 to 54 years,Latvia,"Pre-primary, primary and lower secondary education (levels 0-2)",1.2,,13.8,,11.5,,8.8,,51.5,,13.1,,968
2008,Total,From 45 to 54 years,Latvia,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1.4,,9.4,,4.3,,10.1,,64.7,,10.0,,969
2008,Total,From 45 to 54 years,Latvia,First and second stage of tertiary education (levels 5 and 6),,,6.4,,4.0,,7.6,,58.7,,23.3,,970
2008,Total,From 45 to 54 years,Latvia,All ISCED 1997 levels,1.0,,9.3,,5.3,,9.3,,61.2,,13.9,,971
2008,Total,From 45 to 54 years,Malta,"Pre-primary, primary and lower secondary education (levels 0-2)",1.0,,2.5,,3.4,,6.9,,74.0,,12.3,,972
2008,Total,From 45 to 54 years,Malta,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.8,,4.2,,4.7,,13.4,,57.5,,19.4,,973
2008,Total,From 45 to 54 years,Malta,First and second stage of tertiary education (levels 5 and 6),,,4.4,,2.9,,21.7,,37.7,,33.3,,974
2008,Total,From 45 to 54 years,Malta,All ISCED 1997 levels,0.8,,3.7,,4.1,,12.2,,60.6,,18.7,,975
2008,Total,From 45 to 54 years,Romania,"Pre-primary, primary and lower secondary education (levels 0-2)",1.1,,5.2,,4.1,,11.7,,66.6,,11.4,,976
2008,Total,From 45 to 54 years,Romania,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.7,,6.1,,2.5,,16.6,,59.7,,14.5,,977
2008,Total,From 45 to 54 years,Romania,First and second stage of tertiary education (levels 5 and 6),0.2,,2.6,,1.9,,12.6,,66.1,,16.5,,978
2008,Total,From 45 to 54 years,Romania,All ISCED 1997 levels,0.7,,5.5,,2.8,,15.2,,61.8,,14.1,,979
2008,Total,From 45 to 54 years,Slovenia,"Pre-primary, primary and lower secondary education (levels 0-2)",,,7.2,,0.6,,15.8,,60.9,,15.5,,980
2008,Total,From 45 to 54 years,Slovenia,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,10.6,,,,21.3,,51.4,,16.7,,981
2008,Total,From 45 to 54 years,Slovenia,First and second stage of tertiary education (levels 5 and 6),,,9.6,Low reliability,,,14.5,Low reliability,49.7,Low reliability,26.2,Low reliability,982
2008,Total,From 45 to 54 years,Slovenia,All ISCED 1997 levels,,,8.7,,0.3,,17.6,,56.5,,16.9,,983
2008,Total,From 45 to 54 years,Slovakia,"Pre-primary, primary and lower secondary education (levels 0-2)",,,5.6,Low reliability,4.2,Low reliability,4.1,Low reliability,75.6,Low reliability,10.4,Low reliability,984
2008,Total,From 45 to 54 years,Slovakia,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.2,,5.1,,2.4,,19.0,,57.2,,16.1,,985
2008,Total,From 45 to 54 years,Slovakia,First and second stage of tertiary education (levels 5 and 6),,,4.2,,1.9,,14.6,,50.0,,29.3,,986
2008,Total,From 45 to 54 years,Slovakia,All ISCED 1997 levels,0.1,,5.0,,2.4,,17.4,,56.9,,18.2,,987
2008,Total,From 55 to 64 years,Belgium,"Pre-primary, primary and lower secondary education (levels 0-2)",2.3,,9.3,,7.7,,13.3,,37.6,,29.8,,988
2008,Total,From 55 to 64 years,Belgium,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1.7,,7.2,,6.6,,14.8,,35.2,,34.6,,989
2008,Total,From 55 to 64 years,Belgium,First and second stage of tertiary education (levels 5 and 6),2.4,,8.4,,7.0,,22.8,,21.0,,38.4,,990
2008,Total,From 55 to 64 years,Belgium,All ISCED 1997 levels,2.2,,8.4,,7.2,,16.4,,32.2,,33.6,,991
2008,Total,From 55 to 64 years,Bulgaria,"Pre-primary, primary and lower secondary education (levels 0-2)",0.6,,3.2,,1.1,,9.7,,65.2,,20.2,,992
2008,Total,From 55 to 64 years,Bulgaria,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.2,,3.9,,0.6,,12.5,,60.5,,22.4,,993
2008,Total,From 55 to 64 years,Bulgaria,First and second stage of tertiary education (levels 5 and 6),0.5,,2.4,,,,8.8,,63.9,,24.4,,994
2008,Total,From 55 to 64 years,Bulgaria,All ISCED 1997 levels,0.4,,3.5,,0.6,,11.0,,62.5,,22.1,,995
2008,Total,From 55 to 64 years,Cyprus,"Pre-primary, primary and lower secondary education (levels 0-2)",,,0.5,,0.8,,3.7,,67.7,,27.4,,996
2008,Total,From 55 to 64 years,Cyprus,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,0.5,,1.0,,6.2,,55.6,,36.7,,997
2008,Total,From 55 to 64 years,Cyprus,First and second stage of tertiary education (levels 5 and 6),,,1.2,,0.5,,8.8,,46.7,,42.8,,998
2008,Total,From 55 to 64 years,Cyprus,All ISCED 1997 levels,,,0.6,,0.8,,5.1,,61.3,,32.2,,999
2008,Total,From 55 to 64 years,Czech Republic,"Pre-primary, primary and lower secondary education (levels 0-2)",3.5,,6.0,,3.6,,6.1,,60.9,,19.9,,1000
2008,Total,From 55 to 64 years,Czech Republic,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2.0,,8.1,,6.2,,16.2,,44.4,,23.1,,1001
2008,Total,From 55 to 64 years,Czech Republic,First and second stage of tertiary education (levels 5 and 6),,,17.1,Low reliability,,,26.6,Low reliability,31.0,Low reliability,25.4,Low reliability,1002
2008,Total,From 55 to 64 years,Czech Republic,All ISCED 1997 levels,1.9,,9.1,,5.0,,16.4,,44.7,,23.0,,1003
2008,Total,From 55 to 64 years,Greece,"Pre-primary, primary and lower secondary education (levels 0-2)",0.5,,1.5,,0.5,,6.1,,60.8,,30.5,,1004
2008,Total,From 55 to 64 years,Greece,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1.3,,0.8,,1.7,,6.7,,47.0,,42.5,,1005
2008,Total,From 55 to 64 years,Greece,First and second stage of tertiary education (levels 5 and 6),,,1.2,,1.1,,11.9,,43.4,,42.5,,1006
2008,Total,From 55 to 64 years,Greece,All ISCED 1997 levels,0.6,,1.3,,0.9,,7.3,,54.1,,35.7,,1007
2008,Total,From 55 to 64 years,Spain,"Pre-primary, primary and lower secondary education (levels 0-2)",0.6,,0.6,,0.8,,2.2,,61.9,,33.9,,1008
2008,Total,From 55 to 64 years,Spain,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1.3,,0.1,,1.2,,3.3,,46.3,,47.8,,1009
2008,Total,From 55 to 64 years,Spain,First and second stage of tertiary education (levels 5 and 6),0.8,,0.7,,1.1,,2.5,,41.6,,53.3,,1010
2008,Total,From 55 to 64 years,Spain,All ISCED 1997 levels,0.8,,0.5,,0.9,,2.5,,55.6,,39.7,,1011
2008,Total,From 55 to 64 years,Hungary,"Pre-primary, primary and lower secondary education (levels 0-2)",0.5,,2.4,,4.1,,3.7,,70.6,,18.7,,1012
2008,Total,From 55 to 64 years,Hungary,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.4,,2.6,,5.1,,8.2,,56.0,,27.8,,1013
2008,Total,From 55 to 64 years,Hungary,First and second stage of tertiary education (levels 5 and 6),,,4.9,,1.5,,8.3,,44.1,,41.1,,1014
2008,Total,From 55 to 64 years,Hungary,All ISCED 1997 levels,0.3,,3.0,,4.2,,7.2,,57.2,,28.1,,1015
2008,Total,From 55 to 64 years,Latvia,"Pre-primary, primary and lower secondary education (levels 0-2)",2.5,,9.3,,9.7,,8.9,,62.8,,6.7,,1016
2008,Total,From 55 to 64 years,Latvia,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.2,,6.8,,3.9,,7.6,,70.5,,11.1,,1017
2008,Total,From 55 to 64 years,Latvia,First and second stage of tertiary education (levels 5 and 6),0.7,,6.6,,2.1,,4.6,,69.7,,16.4,,1018
2008,Total,From 55 to 64 years,Latvia,All ISCED 1997 levels,0.8,,7.4,,5.0,,7.4,,68.5,,11.0,,1019
2008,Total,From 55 to 64 years,Malta,"Pre-primary, primary and lower secondary education (levels 0-2)",0.3,,2.4,,2.1,,7.5,,72.6,,15.2,,1020
2008,Total,From 55 to 64 years,Malta,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.5,,3.4,,4.3,,6.7,,64.6,,20.6,,1021
2008,Total,From 55 to 64 years,Malta,First and second stage of tertiary education (levels 5 and 6),2.1,,8.3,,4.2,,16.7,,31.3,,37.5,,1022
2008,Total,From 55 to 64 years,Malta,All ISCED 1997 levels,0.5,,3.2,,3.0,,7.9,,66.8,,18.6,,1023
2008,Total,From 55 to 64 years,Romania,"Pre-primary, primary and lower secondary education (levels 0-2)",0.5,,4.3,,2.3,,9.8,,71.7,,11.5,,1024
2008,Total,From 55 to 64 years,Romania,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.8,,4.9,,2.8,,14.9,,63.1,,13.5,,1025
2008,Total,From 55 to 64 years,Romania,First and second stage of tertiary education (levels 5 and 6),,,3.1,,0.9,,8.1,,64.6,,23.4,,1026
2008,Total,From 55 to 64 years,Romania,All ISCED 1997 levels,0.6,,4.5,,2.4,,12.3,,66.7,,13.5,,1027
2008,Total,From 55 to 64 years,Slovenia,"Pre-primary, primary and lower secondary education (levels 0-2)",1.7,,5.2,,2.4,,11.3,,60.4,,19.0,,1028
2008,Total,From 55 to 64 years,Slovenia,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2.0,,5.7,,,,13.8,,47.0,,31.5,,1029
2008,Total,From 55 to 64 years,Slovenia,All ISCED 1997 levels,1.7,,5.6,,1.4,,12.6,,54.3,,24.4,,1030
2008,Total,From 55 to 64 years,Slovakia,"Pre-primary, primary and lower secondary education (levels 0-2)",,,7.6,,2.7,,4.4,,71.3,,14.1,,1031
2008,Total,From 55 to 64 years,Slovakia,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.6,,5.1,,1.8,,15.2,,60.9,,16.4,,1032
2008,Total,From 55 to 64 years,Slovakia,First and second stage of tertiary education (levels 5 and 6),,,2.9,,3.3,,13.8,,57.7,,22.3,,1033
2008,Total,From 55 to 64 years,Slovakia,All ISCED 1997 levels,0.5,,5.0,,2.1,,13.9,,61.4,,17.1,,1034
2008,Total,From 65 to 74 years,Belgium,"Pre-primary, primary and lower secondary education (levels 0-2)",0.9,Low reliability,3.0,Low reliability,3.3,Low reliability,11.2,Low reliability,50.6,Low reliability,31.0,Low reliability,1035
2008,Total,From 65 to 74 years,Belgium,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1.3,,6.2,,5.7,,7.9,,32.5,,46.5,,1036
2008,Total,From 65 to 74 years,Belgium,First and second stage of tertiary education (levels 5 and 6),,,3.6,,1.0,,10.2,,25.7,,59.5,,1037
2008,Total,From 65 to 74 years,Belgium,All ISCED 1997 levels,0.9,,4.0,,3.6,,10.1,,41.8,,39.6,,1038
2008,Total,From 65 to 74 years,Bulgaria,"Pre-primary, primary and lower secondary education (levels 0-2)",0.4,,0.9,,,,4.0,,75.9,,18.7,,1039
2008,Total,From 65 to 74 years,Bulgaria,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.3,,2.2,,0.6,,5.0,,70.5,,21.4,,1040
2008,Total,From 65 to 74 years,Bulgaria,First and second stage of tertiary education (levels 5 and 6),,,1.5,,,,4.4,,76.4,,17.7,,1041
2008,Total,From 65 to 74 years,Bulgaria,All ISCED 1997 levels,0.3,,1.5,,0.2,,4.5,,74.0,,19.5,,1042
2008,Total,From 65 to 74 years,Cyprus,"Pre-primary, primary and lower secondary education (levels 0-2)",,,0.6,,0.4,,3.1,,70.7,,25.2,,1043
2008,Total,From 65 to 74 years,Cyprus,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,0.6,,,,3.8,,55.8,,39.9,,1044
2008,Total,From 65 to 74 years,Cyprus,First and second stage of tertiary education (levels 5 and 6),,,8.3,,,,1.7,,49.8,,40.2,,1045
2008,Total,From 65 to 74 years,Cyprus,All ISCED 1997 levels,,,1.3,,0.3,,3.1,,65.6,,29.7,,1046
2008,Total,From 65 to 74 years,Czech Republic,"Pre-primary, primary and lower secondary education (levels 0-2)",,,1.6,,,,5.3,,66.5,,26.5,,1047
2008,Total,From 65 to 74 years,Czech Republic,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),4.3,,3.1,,2.1,,11.9,,50.3,,28.4,,1048
2008,Total,From 65 to 74 years,Czech Republic,All ISCED 1997 levels,3.0,,3.0,,1.5,,10.6,,54.1,,27.9,,1049
2008,Total,From 65 to 74 years,Greece,"Pre-primary, primary and lower secondary education (levels 0-2)",0.4,,0.3,,,,4.9,,64.2,,30.4,,1050
2008,Total,From 65 to 74 years,Greece,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,1.6,,,,7.5,,62.8,,28.1,,1051
2008,Total,From 65 to 74 years,Greece,First and second stage of tertiary education (levels 5 and 6),,,0.9,,,,5.1,,40.8,,53.2,,1052
2008,Total,From 65 to 74 years,Greece,All ISCED 1997 levels,0.3,,0.5,,,,5.2,,61.1,,32.9,,1053
2008,Total,From 65 to 74 years,Spain,"Pre-primary, primary and lower secondary education (levels 0-2)",0.4,,0.1,,0.2,,0.9,,68.0,,30.5,,1054
2008,Total,From 65 to 74 years,Spain,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.6,,0.2,,,,2.9,,48.9,,47.3,,1055
2008,Total,From 65 to 74 years,Spain,First and second stage of tertiary education (levels 5 and 6),0.5,,1.0,,0.6,,3.3,,43.7,,51.0,,1056
2008,Total,From 65 to 74 years,Spain,All ISCED 1997 levels,0.4,,0.2,,0.2,,1.3,,63.5,,34.3,,1057
2008,Total,From 65 to 74 years,Hungary,"Pre-primary, primary and lower secondary education (levels 0-2)",0.6,,0.6,,2.5,,4.2,,74.0,,18.2,,1058
2008,Total,From 65 to 74 years,Hungary,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.3,,1.0,,5.2,,3.2,,58.8,,31.4,,1059
2008,Total,From 65 to 74 years,Hungary,First and second stage of tertiary education (levels 5 and 6),1.2,,3.1,,,,6.4,,48.5,,40.7,,1060
2008,Total,From 65 to 74 years,Hungary,All ISCED 1997 levels,0.6,,1.1,,3.2,,4.2,,64.5,,26.5,,1061
2008,Total,From 65 to 74 years,Latvia,"Pre-primary, primary and lower secondary education (levels 0-2)",0.4,,5.3,,2.0,,1.8,,84.8,,5.6,,1062
2008,Total,From 65 to 74 years,Latvia,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.6,,3.3,,1.3,,4.8,,82.5,,7.6,,1063
2008,Total,From 65 to 74 years,Latvia,First and second stage of tertiary education (levels 5 and 6),0.8,,2.8,,1.8,,1.8,,83.9,,8.9,,1064
2008,Total,From 65 to 74 years,Latvia,All ISCED 1997 levels,0.5,,4.1,,1.7,,3.1,,83.7,,6.9,,1065
2008,Total,From 65 to 74 years,Malta,"Pre-primary, primary and lower secondary education (levels 0-2)",1.5,,0.8,,0.8,,5.8,,76.1,,15.1,,1066
2008,Total,From 65 to 74 years,Malta,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,3.7,,3.7,,6.2,,59.3,,27.2,,1067
2008,Total,From 65 to 74 years,Malta,First and second stage of tertiary education (levels 5 and 6),,,3.7,Low reliability,,,3.7,Low reliability,63.0,Low reliability,29.6,Low reliability,1068
2008,Total,From 65 to 74 years,Malta,All ISCED 1997 levels,1.1,,1.6,,1.4,,5.7,,71.4,,18.8,,1069
2008,Total,From 65 to 74 years,Romania,"Pre-primary, primary and lower secondary education (levels 0-2)",0.7,,2.8,,1.8,,8.5,,73.2,,13.1,,1070
2008,Total,From 65 to 74 years,Romania,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.8,,2.7,,1.7,,12.8,,69.5,,12.6,,1071
2008,Total,From 65 to 74 years,Romania,First and second stage of tertiary education (levels 5 and 6),0.8,,1.7,,0.6,,7.7,,71.5,,17.7,,1072
2008,Total,From 65 to 74 years,Romania,All ISCED 1997 levels,0.7,,2.7,,1.7,,9.8,,71.9,,13.2,,1073
2008,Total,From 65 to 74 years,Slovenia,"Pre-primary, primary and lower secondary education (levels 0-2)",,,1.7,,1.5,,8.7,,64.0,,24.2,,1074
2008,Total,From 65 to 74 years,Slovenia,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,8.7,,1.0,,14.5,,50.8,,25.1,,1075
2008,Total,From 65 to 74 years,Slovenia,All ISCED 1997 levels,,,3.7,,1.3,,10.6,,60.3,,24.2,,1076
2008,Total,From 65 to 74 years,Slovakia,"Pre-primary, primary and lower secondary education (levels 0-2)",,,0.8,,0.8,,5.4,,84.5,,8.4,,1077
2008,Total,From 65 to 74 years,Slovakia,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1.3,,0.7,,2.0,,10.2,,72.6,,13.2,,1078
2008,Total,From 65 to 74 years,Slovakia,First and second stage of tertiary education (levels 5 and 6),,,,,,,7.5,,78.1,,14.3,,1079
2008,Total,From 65 to 74 years,Slovakia,All ISCED 1997 levels,0.8,,0.6,,1.4,,8.6,,76.5,,12.1,,1080
2008,Total,From 75 to 84 years,Belgium,"Pre-primary, primary and lower secondary education (levels 0-2)",0.2,Low reliability,1.8,Low reliability,2.0,Low reliability,3.7,Low reliability,56.3,Low reliability,36.0,Low reliability,1081
2008,Total,From 75 to 84 years,Belgium,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,1.6,Low reliability,2.4,Low reliability,10.6,Low reliability,33.2,Low reliability,52.2,Low reliability,1082
2008,Total,From 75 to 84 years,Belgium,First and second stage of tertiary education (levels 5 and 6),0.6,Low reliability,2.1,Low reliability,4.3,Low reliability,6.7,Low reliability,27.7,Low reliability,58.6,Low reliability,1083
2008,Total,From 75 to 84 years,Belgium,All ISCED 1997 levels,0.2,Low reliability,1.8,Low reliability,2.4,Low reliability,5.6,Low reliability,47.7,Low reliability,42.4,Low reliability,1084
2008,Total,From 75 to 84 years,Bulgaria,"Pre-primary, primary and lower secondary education (levels 0-2)",,,1.5,,0.6,,3.5,,82.1,,12.5,,1085
2008,Total,From 75 to 84 years,Bulgaria,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,0.7,,0.7,,1.4,,78.9,,18.3,,1086
2008,Total,From 75 to 84 years,Bulgaria,First and second stage of tertiary education (levels 5 and 6),,,2.2,Low reliability,,,2.2,Low reliability,80.9,Low reliability,14.8,Low reliability,1087
2008,Total,From 75 to 84 years,Bulgaria,All ISCED 1997 levels,,,1.3,,0.5,,2.8,,81.1,,14.2,,1088
2008,Total,From 75 to 84 years,Cyprus,"Pre-primary, primary and lower secondary education (levels 0-2)",0.2,,,,,,0.6,,81.5,,17.6,,1089
2008,Total,From 75 to 84 years,Cyprus,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,,,,,1.8,,59.2,,39.0,,1090
2008,Total,From 75 to 84 years,Cyprus,First and second stage of tertiary education (levels 5 and 6),,,,,,,,,38.7,Low reliability,61.4,Low reliability,1091
2008,Total,From 75 to 84 years,Cyprus,All ISCED 1997 levels,0.2,,,,,,0.8,,76.1,,22.9,,1092
2008,Total,From 75 to 84 years,Czech Republic,"Pre-primary, primary and lower secondary education (levels 0-2)",,,,,,,0.9,,84.9,,14.2,,1093
2008,Total,From 75 to 84 years,Czech Republic,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.8,,,,,,8.4,,73.2,,17.7,,1094
2008,Total,From 75 to 84 years,Czech Republic,All ISCED 1997 levels,0.4,,1.2,,,,6.3,,71.1,,21.1,,1095
2008,Total,From 75 to 84 years,Greece,"Pre-primary, primary and lower secondary education (levels 0-2)",0.4,,1.1,,,,4.0,,69.6,,24.9,,1096
2008,Total,From 75 to 84 years,Greece,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,,,,,2.7,,68.5,,28.7,,1097
2008,Total,From 75 to 84 years,Greece,First and second stage of tertiary education (levels 5 and 6),,,,,,,3.7,,55.4,,40.9,,1098
2008,Total,From 75 to 84 years,Spain,"Pre-primary, primary and lower secondary education (levels 0-2)",0.1,,,,0.2,,0.4,,73.6,,25.8,,1099
2008,Total,From 75 to 84 years,Spain,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,,,0.6,,,,58.7,,40.7,,1100
2008,Total,From 75 to 84 years,Spain,First and second stage of tertiary education (levels 5 and 6),0.8,,2.4,,,,0.7,,50.2,,45.9,,1101
2008,Total,From 75 to 84 years,Spain,All ISCED 1997 levels,0.2,,0.1,,0.2,,0.4,,71.3,,27.8,,1102
2008,Total,From 75 to 84 years,Hungary,"Pre-primary, primary and lower secondary education (levels 0-2)",,,0.3,,0.8,,0.4,,82.1,,16.4,,1103
2008,Total,From 75 to 84 years,Hungary,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,2.5,,2.0,,6.8,,64.0,,24.7,,1104
2008,Total,From 75 to 84 years,Hungary,First and second stage of tertiary education (levels 5 and 6),,,,,3.0,Low reliability,3.1,Low reliability,84.1,Low reliability,9.8,Low reliability,1105
2008,Total,From 75 to 84 years,Hungary,All ISCED 1997 levels,,,1.0,,1.4,,2.7,,76.8,,18.2,,1106
2008,Total,From 75 to 84 years,Latvia,"Pre-primary, primary and lower secondary education (levels 0-2)",,,1.4,,1.6,,0.8,,94.0,,2.2,,1107
2008,Total,From 75 to 84 years,Latvia,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,1.8,,0.6,,0.9,,93.5,,3.2,,1108
2008,Total,From 75 to 84 years,Latvia,First and second stage of tertiary education (levels 5 and 6),,,2.5,,,,,,93.0,,4.5,,1109
2008,Total,From 75 to 84 years,Latvia,All ISCED 1997 levels,,,1.7,,1.1,,0.7,,93.7,,2.8,,1110
2008,Total,From 75 to 84 years,Malta,"Pre-primary, primary and lower secondary education (levels 0-2)",,,,,,,0.6,,87.3,,12.1,,1111
2008,Total,From 75 to 84 years,Malta,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,,,,,6.5,,63.0,,30.4,,1112
2008,Total,From 75 to 84 years,Malta,All ISCED 1997 levels,,,0.4,,,,2.6,,81.3,,15.7,,1113
2008,Total,From 75 to 84 years,Romania,"Pre-primary, primary and lower secondary education (levels 0-2)",0.1,,1.7,,1.2,,6.7,,80.2,,10.1,,1114
2008,Total,From 75 to 84 years,Romania,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,1.5,,0.4,,6.3,,83.1,,8.8,,1115
2008,Total,From 75 to 84 years,Romania,First and second stage of tertiary education (levels 5 and 6),,,,,,,4.5,,81.5,,14.0,,1116
2008,Total,From 75 to 84 years,Romania,All ISCED 1997 levels,0.1,,1.6,,1.0,,6.5,,80.8,,10.1,,1117
2008,Total,From 75 to 84 years,Slovenia,"Pre-primary, primary and lower secondary education (levels 0-2)",0.7,,,,1.3,,3.4,,71.7,,22.8,,1118
2008,Total,From 75 to 84 years,Slovenia,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,2.6,Low reliability,,,4.3,Low reliability,61.9,Low reliability,31.2,Low reliability,1119
2008,Total,From 75 to 84 years,Slovenia,All ISCED 1997 levels,0.5,,0.5,,1.6,,3.5,,68.3,,25.6,,1120
2008,Total,From 75 to 84 years,Slovakia,"Pre-primary, primary and lower secondary education (levels 0-2)",,,,,0.9,,1.7,,90.9,,6.6,,1121
2008,Total,From 75 to 84 years,Slovakia,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,0.9,,,,6.1,,80.7,,12.3,,1122
2008,Total,From 75 to 84 years,Slovakia,All ISCED 1997 levels,,,0.3,,0.5,,4.8,,82.0,,12.4,,1123
2008,Total,85 years or over,Belgium,"Pre-primary, primary and lower secondary education (levels 0-2)",0.4,Low reliability,0.5,Low reliability,0.2,Low reliability,2.6,Low reliability,68.7,Low reliability,27.6,Low reliability,1124
2008,Total,85 years or over,Belgium,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,0.5,Low reliability,1.9,Low reliability,2.9,Low reliability,46.2,Low reliability,48.5,Low reliability,1125
